# gs_idx, es_idx, energy, intensity
6 5 -5.0106e-02 -6.8840e-08
6 6 -4.1267e-02 -2.2960e-05
6 7 -3.2429e-02 -4.0202e-08
6 14 2.4839e+00 -1.4173e-07
7 7 -4.2450e-02 -1.0062e-08
12 12 7.5746e-02 -1.5289e-07
13 5 -2.4506e+00 -2.1269e-07
13 12 6.5726e-02 -1.4399e-07
13 13 7.4566e-02 -4.0253e-05
13 14 8.3407e-02 -1.1526e-07
14 14 7.3387e-02 -1.2162e-07
1 0 -5.3033e-02 1.3546e-05
1 1 -4.4194e-02 7.7347e-03
1 2 -3.5355e-02 2.3191e-05
1 3 -2.6516e-02 2.1708e-08
1 8 2.4721e+00 7.8526e-08
1 9 2.4810e+00 4.7700e-05
1 10 2.4898e+00 1.3576e-07
9 0 -2.4636e+00 7.1741e-08
9 1 -2.4547e+00 4.0815e-05
9 2 -2.4459e+00 1.2401e-07
9 8 6.1606e-02 1.2905e-05
9 9 7.0447e-02 7.7296e-03
9 10 7.9287e-02 2.2092e-05
9 11 8.8128e-02 1.9715e-08
4 4 -4.7741e-02 -2.1424e-08
5 4 -5.7763e-02 -8.5980e-08
5 5 -4.8924e-02 -2.2912e-05
5 6 -4.0085e-02 -6.8827e-08
5 13 2.4763e+00 -1.4142e-07
6 4 -6.7784e-02 -2.1483e-08
6 5 -5.8945e-02 -2.2960e-05
6 6 -5.0106e-02 -7.6577e-03
6 7 -4.1267e-02 -1.3408e-05
6 13 2.4662e+00 -1.3323e-07
6 14 2.4751e+00 -4.7271e-05
6 15 2.4839e+00 -7.8561e-08
7 6 -6.0127e-02 -2.3482e-08
7 7 -5.1289e-02 -1.3450e-05
7 15 2.4739e+00 -8.3030e-08
13 13 6.5728e-02 -1.2254e-07
14 6 -2.4606e+00 -2.1362e-07
14 13 5.5707e-02 -1.1552e-07
14 14 6.4548e-02 -4.0419e-05
14 15 7.3389e-02 -6.7459e-08
15 15 6.3368e-02 -7.1252e-08
1 0 -6.1872e-02 1.3546e-05
1 1 -5.3033e-02 7.7347e-03
1 2 -4.4194e-02 2.3191e-05
1 3 -3.5355e-02 2.1708e-08
1 8 2.4633e+00 7.8526e-08
1 9 2.4721e+00 4.7700e-05
1 10 2.4810e+00 1.3576e-07
9 0 -2.4724e+00 7.1741e-08
9 1 -2.4636e+00 4.0815e-05
9 2 -2.4547e+00 1.2401e-07
9 8 5.2767e-02 1.2905e-05
9 9 6.1608e-02 7.7296e-03
9 10 7.0449e-02 2.2092e-05
9 11 7.9289e-02 1.9715e-08
5 5 -5.7763e-02 -1.0014e-08
6 5 -6.7784e-02 -4.0202e-08
6 6 -5.8945e-02 -1.3408e-05
6 7 -5.0106e-02 -2.3478e-08
6 14 2.4662e+00 -8.2771e-08
7 5 -7.7805e-02 -1.0062e-08
7 6 -6.8966e-02 -1.3450e-05
7 7 -6.0127e-02 -7.7037e-03
7 14 2.4562e+00 -7.8055e-08
7 15 2.4651e+00 -4.7557e-05
14 14 5.5709e-02 -7.1721e-08
15 7 -2.4707e+00 -2.1500e-07
15 14 4.5688e-02 -6.7684e-08
15 15 5.4529e-02 -4.0664e-05
2 0 0.0000e+00 1.0135e-08
2 1 8.8388e-03 2.3193e-05
2 2 1.7678e-02 7.7193e-03
2 3 2.6517e-02 2.8966e-05
2 4 3.5355e-02 2.8933e-08
2 9 2.5340e+00 1.3448e-07
2 10 2.5429e+00 4.7620e-05
2 11 2.5517e+00 1.6961e-07
10 1 -2.4017e+00 1.2285e-07
10 2 -2.3929e+00 4.0740e-05
10 3 -2.3840e+00 1.5492e-07
10 9 1.2348e-01 2.2095e-05
10 10 1.3232e-01 7.7149e-03
10 11 1.4116e-01 2.7595e-05
10 12 1.5000e-01 2.6277e-08
0 0 2.0042e-02 -7.7038e-03
0 1 2.8881e-02 -1.3450e-05
0 2 3.7720e-02 -1.0067e-08
0 8 2.5452e+00 -4.7492e-05
0 9 2.5541e+00 -7.8719e-08
1 0 1.0021e-02 -2.3489e-08
1 1 1.8860e-02 -1.3412e-05
1 2 2.7699e-02 -4.0211e-08
1 9 2.5440e+00 -8.2710e-08
8 0 -2.3905e+00 -2.1444e-07
8 8 1.3468e-01 -4.0612e-05
8 9 1.4352e-01 -6.7600e-08
9 9 1.3350e-01 -7.0979e-08
2 0 -8.8388e-03 1.0135e-08
2 1 0.0000e+00 2.3193e-05
2 2 8.8388e-03 7.7193e-03
2 3 1.7678e-02 2.8966e-05
2 4 2.6517e-02 2.8933e-08
2 9 2.5252e+00 1.3448e-07
2 10 2.5340e+00 4.7620e-05
2 11 2.5429e+00 1.6961e-07
10 1 -2.4105e+00 1.2285e-07
10 2 -2.4017e+00 4.0740e-05
10 3 -2.3929e+00 1.5492e-07
10 9 1.1464e-01 2.2095e-05
10 10 1.2348e-01 7.7149e-03
10 11 1.3232e-01 2.7595e-05
10 12 1.4116e-01 2.6277e-08
0 0 1.1204e-02 -1.3450e-05
0 1 2.0042e-02 -2.3484e-08
0 8 2.5364e+00 -8.2920e-08
1 0 1.1824e-03 -1.3412e-05
1 1 1.0021e-02 -7.6577e-03
1 2 1.8860e-02 -2.2960e-05
1 3 2.7699e-02 -2.1491e-08
1 8 2.5264e+00 -7.7745e-08
1 9 2.5352e+00 -4.7226e-05
1 10 2.5440e+00 -1.3441e-07
3 3 7.6564e-03 -2.1422e-08
8 8 1.2584e-01 -7.1856e-08
9 1 -2.4005e+00 -2.1323e-07
9 8 1.1582e-01 -6.7417e-08
9 9 1.2466e-01 -4.0382e-05
9 10 1.3350e-01 -1.1542e-07
2 0 -1.7678e-02 1.0135e-08
