# gs_idx, es_idx, energy, intensity
64 64 6.1596e-02 1.2092e-04
64 65 7.0437e-02 4.0258e-07
27 27 -6.0127e-02 -1.2067e-04
27 34 -5.1289e-02 -6.0193e-08
27 91 2.4651e+00 -7.4423e-07
34 34 -6.1310e-02 -6.0169e-08
91 91 5.4517e-02 -6.3641e-07
0 0 -6.1872e-02 1.2101e-04
0 1 -5.3033e-02 4.2258e-07
0 64 2.4633e+00 7.4555e-07
64 0 -2.4724e+00 6.3801e-07
64 64 5.2757e-02 1.2092e-04
64 65 6.1598e-02 4.0258e-07
21 15 -7.7805e-02 -2.2109e-08
21 21 -6.8966e-02 -1.6185e-06
21 28 -6.0127e-02 -2.2914e-08
28 21 -7.8988e-02 -1.6178e-06
28 28 -7.0149e-02 -1.1421e-04
28 36 -6.1310e-02 -1.6176e-06
28 92 2.4550e+00 -7.0557e-07
36 28 -8.0170e-02 -2.2917e-08
36 36 -7.1331e-02 -1.6186e-06
36 43 -6.2492e-02 -2.2107e-08
36 100 2.4539e+00 -1.0002e-08
92 92 4.4499e-02 -6.0306e-07
0 0 -6.1872e-02 1.2101e-04
0 1 -5.3033e-02 4.2258e-07
0 64 2.4633e+00 7.4555e-07
64 0 -2.4724e+00 6.3801e-07
64 64 5.2757e-02 1.2092e-04
64 65 6.1598e-02 4.0258e-07
22 16 -7.7805e-02 -1.2369e-08
22 22 -6.8966e-02 -1.2267e-06
22 29 -6.0127e-02 -1.2979e-08
29 22 -7.8988e-02 -1.2262e-06
29 29 -7.0149e-02 -1.1582e-04
29 37 -6.1310e-02 -1.2261e-06
29 93 2.4550e+00 -7.1528e-07
37 29 -8.0170e-02 -1.2981e-08
37 37 -7.1331e-02 -1.2268e-06
37 44 -6.2492e-02 -1.2368e-08
93 93 4.4499e-02 -6.1143e-07
0 0 -6.1872e-02 1.2101e-04
0 1 -5.3033e-02 4.2258e-07
0 64 2.4633e+00 7.4555e-07
64 0 -2.4724e+00 6.3801e-07
64 64 5.2757e-02 1.2092e-04
64 65 6.1598e-02 4.0258e-07
23 23 -6.8966e-02 -8.8415e-07
30 23 -7.8988e-02 -8.8380e-07
30 30 -7.0149e-02 -1.1722e-04
30 38 -6.1310e-02 -8.8369e-07
30 94 2.4550e+00 -7.2369e-07
38 38 -7.1331e-02 -8.8422e-07
94 94 4.4499e-02 -6.1869e-07
0 0 -6.1872e-02 1.2101e-04
0 1 -5.3033e-02 4.2258e-07
0 64 2.4633e+00 7.4555e-07
64 0 -2.4724e+00 6.3801e-07
64 64 5.2757e-02 1.2092e-04
64 65 6.1598e-02 4.0258e-07
24 24 -6.8966e-02 -5.9387e-07
31 24 -7.8988e-02 -5.9363e-07
31 31 -7.0149e-02 -1.1840e-04
31 39 -6.1310e-02 -5.9356e-07
31 95 2.4550e+00 -7.3076e-07
39 39 -7.1331e-02 -5.9392e-07
95 95 4.4499e-02 -6.2479e-07
0 0 -6.1872e-02 1.2101e-04
0 1 -5.3033e-02 4.2258e-07
0 64 2.4633e+00 7.4555e-07
64 0 -2.4724e+00 6.3801e-07
64 64 5.2757e-02 1.2092e-04
64 65 6.1598e-02 4.0258e-07
25 25 -6.8966e-02 -3.5847e-07
32 25 -7.8988e-02 -3.5832e-07
32 32 -7.0149e-02 -1.1935e-04
32 40 -6.1310e-02 -3.5828e-07
32 96 2.4550e+00 -7.3647e-07
40 40 -7.1331e-02 -3.5849e-07
96 96 4.4499e-02 -6.2971e-07
0 0 -6.1872e-02 1.2101e-04
0 1 -5.3033e-02 4.2258e-07
0 64 2.4633e+00 7.4555e-07
64 0 -2.4724e+00 6.3801e-07
64 64 5.2757e-02 1.2092e-04
64 65 6.1598e-02 4.0258e-07
26 26 -6.8966e-02 -1.8004e-07
33 26 -7.8988e-02 -1.7997e-07
33 33 -7.0149e-02 -1.2007e-04
33 41 -6.1310e-02 -1.7995e-07
33 97 2.4550e+00 -7.4077e-07
41 41 -7.1331e-02 -1.8005e-07
97 97 4.4499e-02 -6.3342e-07
0 0 -6.1872e-02 1.2101e-04
0 1 -5.3033e-02 4.2258e-07
0 64 2.4633e+00 7.4555e-07
64 0 -2.4724e+00 6.3801e-07
64 64 5.2757e-02 1.2092e-04
64 65 6.1598e-02 4.0258e-07
27 27 -6.8966e-02 -6.0193e-08
34 27 -7.8988e-02 -6.0169e-08
34 34 -7.0149e-02 -1.2055e-04
34 42 -6.1310e-02 -6.0162e-08
34 98 2.4550e+00 -7.4365e-07
42 42 -7.1331e-02 -6.0198e-08
98 98 4.4499e-02 -6.3591e-07
0 0 -6.1872e-02 1.2101e-04
0 1 -5.3033e-02 4.2258e-07
0 64 2.4633e+00 7.4555e-07
64 0 -2.4724e+00 6.3801e-07
64 64 5.2757e-02 1.2092e-04
64 65 6.1598e-02 4.0258e-07
35 35 -7.0149e-02 -1.2079e-04
35 99 2.4550e+00 -7.4510e-07
99 99 4.4499e-02 -6.3715e-07
0 0 -7.0711e-02 1.2101e-04
0 1 -6.1872e-02 4.2258e-07
