# gs_idx, es_idx, energy, intensity
32 34 6.8971e-02 2.4414e-07
32 36 7.6296e-02 8.0563e-07
19 19 -5.1857e-02 -1.7834e-06
19 51 2.4733e+00 -1.1006e-08
21 21 -5.3049e-02 -2.4574e-07
22 22 -5.3085e-02 -2.2525e-07
23 19 -6.1878e-02 -1.7853e-06
23 21 -5.4554e-02 -2.4574e-07
23 22 -5.4513e-02 -2.2525e-07
23 23 -5.3039e-02 -4.7575e-04
23 27 -4.4200e-02 -1.4292e-06
23 51 2.4633e+00 -1.0358e-08
23 55 2.4721e+00 -2.9366e-06
27 27 -5.4221e-02 -1.4322e-06
55 23 -2.4636e+00 -1.3266e-08
55 55 6.1613e-02 -2.5108e-06
0 0 -5.3033e-02 4.8439e-04
0 1 -5.1559e-02 2.2931e-07
0 2 -5.1518e-02 2.5021e-07
0 4 -4.4194e-02 8.4573e-07
0 32 2.4721e+00 2.9862e-06
32 0 -2.4636e+00 2.5557e-06
32 32 6.1605e-02 4.8400e-04
32 33 6.3078e-02 2.3462e-07
32 34 6.3121e-02 2.4414e-07
32 36 7.0446e-02 8.0563e-07
20 20 -5.8945e-02 -1.4292e-06
24 20 -6.8966e-02 -1.4322e-06
24 24 -6.0127e-02 -4.7766e-04
24 25 -5.8654e-02 -2.2616e-07
24 26 -5.8612e-02 -2.4672e-07
24 28 -5.1289e-02 -8.3636e-07
24 56 2.4651e+00 -2.9487e-06
25 25 -6.0081e-02 -2.2615e-07
26 26 -6.0117e-02 -2.4673e-07
28 28 -6.1310e-02 -8.3895e-07
56 24 -2.4707e+00 -1.3325e-08
56 56 5.4526e-02 -2.5212e-06
0 0 -5.4507e-02 4.8439e-04
0 1 -5.3033e-02 2.2931e-07
0 2 -5.2991e-02 2.5021e-07
0 4 -4.5668e-02 8.4573e-07
0 32 2.4707e+00 2.9862e-06
32 0 -2.4650e+00 2.5557e-06
32 32 6.0131e-02 4.8400e-04
32 33 6.1605e-02 2.3462e-07
32 34 6.1648e-02 2.4414e-07
32 36 6.8972e-02 8.0563e-07
21 21 -6.0373e-02 -1.4292e-06
24 24 -6.1601e-02 -2.2616e-07
25 21 -7.0394e-02 -1.4322e-06
25 24 -6.3029e-02 -2.2615e-07
25 25 -6.1555e-02 -4.7766e-04
25 27 -6.0040e-02 -2.4672e-07
25 29 -5.2716e-02 -8.3636e-07
25 57 2.4636e+00 -2.9487e-06
27 27 -6.1545e-02 -2.4672e-07
29 29 -6.2737e-02 -8.3895e-07
57 25 -2.4721e+00 -1.3326e-08
57 57 5.3098e-02 -2.5212e-06
0 0 -5.4548e-02 4.8439e-04
0 1 -5.3075e-02 2.2931e-07
0 2 -5.3033e-02 2.5021e-07
0 4 -4.5710e-02 8.4573e-07
0 32 2.4706e+00 2.9862e-06
32 0 -2.4651e+00 2.5557e-06
32 32 6.0090e-02 4.8400e-04
32 33 6.1563e-02 2.3462e-07
32 34 6.1606e-02 2.4414e-07
32 36 6.8930e-02 8.0563e-07
22 22 -6.0450e-02 -1.4292e-06
24 24 -6.1643e-02 -2.4672e-07
26 22 -7.0472e-02 -1.4322e-06
26 24 -6.3148e-02 -2.4673e-07
26 26 -6.1633e-02 -4.7766e-04
26 27 -6.0159e-02 -2.2616e-07
